Tid,Kilopris_Fersk,Vekt_Fersk,Frosen oppalen laks_Kilopris (kr),Frosen oppalen laks_Vekt (tonn)
2011U15,63.72,63.25,75.05,68.76
2011U16,78.2,77.04,76.38,77.63
2011U17,70.25,75.53,64.49,65.56
2011U18,72.8,68.42,66.17,67.74
2011U19,58.95,61.29,59.34,60.04
2011U20,56.46,56.11,54.66,55.85
2011U21,65.46,59.17,69.23,64.28
2011U22,61.92,69.94,59.81,59.01
2011U23,52.68,58.69,49.72,52.23
2011U24,51.7,49.62,49.25,52.61
2011U25,49.46,48.9,50.77,48.5
2011U26,48.58,49.83,48.04,50.0
2011U27,46.9,47.09,48.58,47.98
2011U28,46.35,47.67,46.24,46.09
2011U29,54.01,50.22,46.55,50.38
2011U30,47.94,49.81,51.21,47.31
2011U31,55.51,51.07,62.79,63.31
2011U32,62.06,59.97,65.17,65.25
2011U33,61.13,60.99,65.06,65.74
2011U34,68.48,71.08,59.59,63.53
2011U35,61.45,57.64,59.17,60.12
2011U36,64.69,59.85,62.03,66.05
2011U37,59.08,58.52,54.08,56.91
2011U38,52.3,54.41,52.88,53.43
2011U39,55.33,53.54,59.63,58.39
2011U40,56.09,57.98,58.13,54.86
2011U41,61.11,61.84,71.77,65.06
2011U42,68.38,71.32,72.05,67.32
2011U43,70.56,72.97,77.55,74.42
2011U44,87.92,87.6,83.23,83.75
2011U45,83.53,78.28,93.21,84.16
2011U46,98.93,94.63,108.21,107.75
2011U47,92.71,97.65,95.88,95.13
2011U48,98.43,96.66,93.13,97.43
2011U49,88.52,90.29,74.23,80.74
2011U50,73.83,75.23,64.62,69.86
2011U51,61.8,61.94,64.55,64.49
2011U52,69.38,65.67,72.09,72.88
2012U01,70.76,70.64,70.55,68.43
2012U02,81.7,78.0,77.35,77.77
2012U03,86.33,74.71,97.51,89.67
2012U04,89.77,94.98,93.3,93.07
2012U05,112.46,103.22,118.23,119.48
2012U06,117.32,122.88,109.21,111.04
2012U07,120.57,113.39,112.37,111.63
2012U08,110.87,108.66,112.95,108.65
2012U09,100.75,110.08,92.04,89.46
2012U10,97.02,94.9,86.14,92.67
2012U11,80.26,83.28,76.87,78.14
2012U12,76.81,75.15,76.93,77.05
2012U13,82.68,80.54,85.69,81.28
2012U14,81.11,83.27,81.52,81.99
2012U15,85.52,83.51,87.82,86.73
2012U16,100.7,91.03,108.85,112.9
2012U17,104.48,99.87,106.91,109.18
2012U18,111.25,107.78,107.29,109.58
2012U19,106.78,106.19,120.04,115.19
2012U20,121.22,123.28,119.65,113.18
2012U21,120.83,122.05,104.9,118.07
2012U22,84.87,92.2,79.29,85.58
2012U23,79.78,78.24,81.55,81.46
2012U24,80.41,81.19,76.82,80.89
2012U25,73.08,73.93,74.57,74.12
2012U26,69.7,73.23,76.02,72.76
2012U27,76.49,77.59,81.68,77.8
2012U28,89.32,86.59,90.74,87.46
2012U29,111.82,92.15,117.77,125.36
2012U30,98.43,105.08,92.18,94.49
2012U31,92.97,93.23,87.0,92.67
2012U32,216.0,383.0,393.0,633.0
2012U33,265.0,453.0,542.0,344.0
2012U34,738.0,490.0,747.0,820.0
2012U35,869.0,456.0,329.0,505.0
2012U36,367.0,611.0,693.0,575.0
2012U37,383.0,769.0,838.0,500.0
2012U38,482.0,824.0,767.0,603.0
2012U39,556.0,622.0,512.0,385.0
2012U40,620.0,549.0,591.0,687.0
2012U41,803.0,969.0,923.0,849.0
2012U42,1013.0,839.0,689.0,827.0
2012U43,849.0,772.0,945.0,944.0
2012U44,428.0,1063.0,285.0,1004.0
2012U45,690.0,451.0,632.0,823.0
2012U46,655.0,810.0,730.0,821.0
2012U47,630.0,946.0,788.0,661.0
2012U48,487.0,702.0,660.0,756.0
2012U49,336.0,514.0,546.0,421.0
2012U50,605.0,373.0,550.0,457.0
2012U51,723.0,570.0,576.0,609.0
2012U52,380.0,448.0,395.0,481.0
2013U01,724.0,560.0,725.0,752.0
2013U02,871.0,869.0,558.0,548.0
2013U03,661.0,719.0,765.0,692.0
2013U04,1043.0,782.0,1060.0,1348.0
2013U05,1093.0,1217.0,323.0,1543.0
2013U06,619.0,385.0,699.0,678.0
2013U07,826.0,156.0,727.0,716.0
2013U08,646.0,878.0,826.0,1021.0
2013U09,596.0,523.0,635.0,656.0
2013U10,511.0,542.0,564.0,400.0
2013U11,858.0,759.0,962.0,806.0
2013U12,782.0,851.0,793.0,946.0
2013U13,620.0,460.0,520.0,645.0
2013U14,514.0,589.0,661.0,787.0
2013U15,776.0,756.0,710.0,720.0
2013U16,597.0,1070.0,681.0,694.0
2013U17,714.0,639.0,1198.0,1004.0
2013U18,1193.0,1311.0,141.0,1372.0
2013U19,518.0,65.0,763.0,592.0
2013U20,981.0,741.0,932.0,605.0
2013U21,1025.0,484.0,827.0,710.0
2013U22,809.0,974.0,524.0,714.0
2013U23,554.0,591.0,701.0,638.0
2013U24,748.0,1044.0,601.0,639.0
2013U25,1046.0,830.0,1122.0,1129.0
2013U26,785.0,989.0,523.0,737.0
2013U27,854.0,794.0,1271.0,1080.0
2013U28,1179.0,1061.0,876.0,1255.0
2013U29,924.0,623.0,1080.0,1062.0
2013U30,1208.0,1152.0,1238.0,1178.0
2013U31,1213.0,1431.0,410.0,1199.0
2013U32,630.0,69.0,1015.0,863.0
2013U33,1095.0,1100.0,758.0,680.0
2013U34,906.0,840.0,863.0,838.0
2013U35,859.0,682.0,428.0,528.0
2013U36,751.0,559.0,975.0,512.0
2013U37,950.0,750.0,1041.0,785.0
2013U38,1118.0,1032.0,1162.0,1273.0
2013U39,748.0,1159.0,753.0,750.0
2013U40,811.0,553.0,1020.0,958.0
2013U41,1224.0,1013.0,1171.0,1107.0
2013U42,1096.0,1270.0,895.0,1073.0
2013U43,1263.0,1341.0,1009.0,1177.0
2013U44,1423.0,1112.0,847.0,1027.0
2013U45,349.0,556.0,756.0,476.0
2013U46,934.0,1050.0,1021.0,887.0
2013U47,936.0,650.0,1074.0,752.0
2013U48,784.0,757.0,826.0,852.0
2013U49,748.0,509.0,493.0,548.0
2013U50,718.0,1052.0,446.0,585.0
2013U51,538.0,333.0,740.0,550.0
2013U52,615.0,661.0,270.0,443.0
2014U01,438.0,376.0,590.0,522.0
2014U02,778.0,504.0,986.0,928.0
2014U03,1025.0,973.0,766.0,1013.0
2014U04,993.0,1293.0,974.0,1497.0
2014U05,1439.0,1701.0,851.0,1353.0
2014U06,236.0,555.0,1734.0,739.0
2014U07,1179.0,1027.0,1261.0,1108.0
2014U08,1202.0,929.0,891.0,1093.0
2014U09,677.0,970.0,465.0,547.0
2014U10,513.0,421.0,452.0,512.0
2014U11,780.0,340.0,514.0,756.0
2014U12,729.0,591.0,568.0,514.0
2014U13,732.0,370.0,562.0,462.0
2014U14,606.0,453.0,561.0,618.0
2014U15,956.0,543.0,1108.0,1539.0
2014U16,1064.0,1015.0,1097.0,816.0
2014U17,850.0,1296.0,1544.0,1225.0
2014U18,1314.0,1117.0,1039.0,811.0
2014U19,141.0,592.0,921.0,615.0
2014U20,1117.0,671.0,1232.0,1440.0
2014U21,933.0,747.0,1014.0,863.0
2014U22,1061.0,724.0,472.0,775.0
2014U23,526.0,760.0,687.0,1043.0
2014U24,877.0,623.0,592.0,731.0
2014U25,826.0,706.0,845.0,939.0
2014U26,905.0,669.0,1020.0,915.0
2014U27,946.0,887.0,1247.0,650.0
2014U28,1020.0,1106.0,718.0,806.0
2014U29,1510.0,1031.0,1035.0,881.0
2014U30,1270.0,939.0,1252.0,1333.0
2014U31,1537.0,1559.0,1020.0,1482.0
2014U32,242.0,410.0,560.0,347.0
2014U33,753.0,435.0,1066.0,1352.0
2014U34,468.0,830.0,894.0,827.0
2014U35,454.0,363.0,588.0,395.0
2014U36,498.0,549.0,683.0,410.0
2014U37,646.0,756.0,787.0,829.0
2014U38,745.0,1032.0,1093.0,1105.0
2014U39,558.0,808.0,738.0,435.0
2014U40,470.0,414.0,606.0,489.0
2014U41,637.0,517.0,694.0,779.0
2014U42,1084.0,909.0,968.0,696.0
2014U43,910.0,840.0,1190.0,845.0
2014U44,1369.0,1379.0,787.0,1392.0
2014U45,129.0,267.0,642.0,388.0
2014U46,836.0,629.0,517.0,457.0
2014U47,672.0,814.0,875.0,658.0
2014U48,638.0,476.0,507.0,742.0
2014U49,595.0,371.0,347.0,492.0
2014U50,332.0,427.0,446.0,506.0
2014U51,458.0,604.0,499.0,427.0
2014U52,396.0,431.0,395.0,452.0
2015U01,663.0,474.0,986.0,787.0
2015U02,1025.0,1038.0,1028.0,655.0
2015U03,1082.0,1024.0,1078.0,1038.0
2015U04,1397.0,1153.0,1403.0,922.0
2015U05,1221.0,988.0,1002.0,1685.0
2015U06,388.0,425.0,674.0,456.0
2015U07,1098.0,1003.0,883.0,982.0
2015U08,654.0,917.0,652.0,508.0
2015U09,667.0,584.0,302.0,383.0
2015U10,373.0,530.0,454.0,462.0
2015U11,332.0,499.0,576.0,531.0
2015U12,993.0,874.0,653.0,859.0
2015U13,665.0,905.0,779.0,740.0
2015U14,582.0,727.0,570.0,549.0
2015U15,795.0,671.0,678.0,882.0
2015U16,891.0,1076.0,962.0,1082.0
2015U17,1294.0,1288.0,1414.0,1320.0
2015U18,1888.0,1317.0,680.0,983.0
2015U19,483.0,537.0,789.0,518.0
2015U20,913.0,1014.0,780.0,1050.0
2015U21,512.0,870.0,630.0,805.0
2015U22,720.0,634.0,753.0,756.0
2015U23,299.0,773.0,306.0,222.0
2015U24,334.0,320.0,790.0,843.0
2015U25,925.0,914.0,941.0,889.0
2015U26,1109.0,1048.0,760.0,1033.0
2015U27,859.0,516.0,722.0,532.0
2015U28,493.0,831.0,993.0,993.0
2015U29,1101.0,978.0,966.0,1425.0
2015U30,1440.0,1062.0,1234.0,1051.0
2015U31,1105.0,1221.0,1240.0,956.0
2015U32,405.0,535.0,755.0,483.0
2015U33,767.0,1331.0,700.0,775.0
2015U34,1062.0,685.0,731.0,631.0
2015U35,597.0,775.0,507.0,814.0
2015U36,433.0,570.0,400.0,415.0
2015U37,542.0,665.0,455.0,642.0
2015U38,1230.0,722.0,1023.0,1071.0
2015U39,578.0,659.0,796.0,612.0
2015U40,746.0,904.0,840.0,455.0
2015U41,787.0,756.0,902.0,645.0
2015U42,1461.0,864.0,876.0,898.0
2015U43,954.0,941.0,902.0,943.0
2015U44,1058.0,1002.0,772.0,1047.0
2015U45,158.0,888.0,553.0,204.0
2015U46,838.0,814.0,485.0,575.0
2015U47,474.0,382.0,359.0,639.0
2015U48,433.0,455.0,228.0,357.0
2015U49,309.0,221.0,266.0,315.0
2015U50,322.0,275.0,528.0,253.0
2015U51,548.0,404.0,650.0,484.0
2015U52,386.0,356.0,549.0,444.0
2015U53,580.0,442.0,539.0,580.0
2016U01,737.0,515.0,1136.0,1032.0
2016U02,1330.0,1490.0,1247.0,1274.0
2016U03,1258.0,1283.0,1142.0,1121.0
2016U04,1215.0,1368.0,738.0,876.0
2016U05,111.0,695.0,352.0,143.0
2016U06,465.0,521.0,535.0,538.0
2016U07,241.0,397.0,446.0,284.0
2016U08,378.0,506.0,431.0,391.0
2016U09,212.0,473.0,445.0,174.0
2016U10,347.0,371.0,623.0,638.0
2016U11,718.0,684.0,900.0,800.0
2016U12,825.0,906.0,342.0,628.0
2016U13,542.0,447.0,967.0,802.0
2016U14,1009.0,856.0,790.0,1199.0
2016U15,1509.0,1058.0,1139.0,1054.0
2016U16,792.0,989.0,759.0,860.0
2016U17,1101.0,776.0,790.0,590.0
2016U18,266.0,542.0,379.0,114.0
2016U19,439.0,505.0,646.0,469.0
2016U20,594.0,557.0,681.0,514.0
2016U21,502.0,724.0,335.0,463.0
2016U22,824.0,292.0,648.0,463.0
2016U23,508.0,397.0,460.0,428.0
2016U24,653.0,498.0,487.0,447.0
2016U25,383.0,525.0,384.0,522.0
2016U26,522.0,225.0,429.0,374.0
2016U27,357.0,340.0,348.0,391.0
2016U28,734.0,623.0,651.0,598.0
2016U29,602.0,688.0,507.0,560.0
2016U30,591.0,681.0,434.0,563.0
2016U31,134.0,427.0,297.0,107.0
2016U32,445.0,414.0,575.0,334.0
2016U33,315.0,337.0,296.0,405.0
2016U34,395.0,377.0,173.0,333.0
2016U35,316.0,314.0,337.0,359.0
2016U36,286.0,240.0,79.0,200.0
2016U37,319.0,283.0,253.0,258.0
2016U38,332.0,270.0,272.0,154.0
2016U39,441.0,317.0,369.0,374.0
2016U40,281.0,409.0,714.0,710.0
2016U41,987.0,661.0,635.0,785.0
2016U42,496.0,500.0,412.0,336.0
2016U43,393.0,556.0,415.0,860.0
2016U44,363.0,419.0,286.0,101.0
2016U45,360.0,263.0,272.0,334.0
2016U46,458.0,584.0,649.0,521.0
2016U47,629.0,387.0,693.0,735.0
2016U48,331.0,396.0,196.0,291.0
2016U49,534.0,364.0,437.0,485.0
2016U50,230.0,436.0,434.0,345.0
2016U51,182.0,445.0,225.0,397.0
2016U52,302.0,190.0,239.0,195.0
2017U01,366.0,435.0,285.0,374.0
2017U02,584.0,553.0,569.0,472.0
2017U03,506.0,511.0,545.0,527.0
2017U04,562.0,541.0,646.0,675.0
2017U05,459.0,585.0,158.0,190.0
2017U06,363.0,296.0,402.0,301.0
2017U07,317.0,372.0,526.0,365.0
2017U08,253.0,470.0,264.0,281.0
2017U09,237.0,187.0,190.0,240.0
2017U10,256.0,310.0,272.0,304.0
2017U11,281.0,317.0,268.0,291.0
2017U12,393.0,358.0,655.0,417.0
2017U13,294.0,351.0,486.0,395.0
2017U14,574.0,495.0,385.0,387.0
2017U15,308.0,241.0,435.0,330.0
2017U16,536.0,442.0,346.0,371.0
2017U17,435.0,500.0,475.0,401.0
2017U18,294.0,256.0,95.0,120.0
2017U19,191.0,281.0,315.0,236.0
2017U20,284.0,250.0,353.0,315.0
2017U21,375.0,636.0,210.0,291.0
2017U22,329.0,202.0,255.0,174.0
2017U23,240.0,125.0,302.0,298.0
2017U24,403.0,430.0,268.0,335.0
2017U25,288.0,258.0,226.0,381.0
2017U26,482.0,262.0,408.0,521.0
2017U27,425.0,406.0,669.0,512.0
2017U28,1050.0,790.0,411.0,1201.0
2017U29,460.0,555.0,383.0,647.0
2017U30,568.0,548.0,415.0,596.0
2017U31,505.0,512.0,81.0,93.0
2017U32,373.0,474.0,396.0,273.0
2017U33,334.0,269.0,420.0,447.0
2017U34,258.0,228.0,137.0,157.0
2017U35,135.0,266.0,155.0,141.0
2017U36,233.0,325.0,261.0,238.0
2017U37,359.0,344.0,250.0,428.0
2017U38,227.0,213.0,160.0,117.0
2017U39,331.0,265.0,300.0,282.0
2017U40,380.0,300.0,261.0,235.0
2017U41,408.0,286.0,215.0,474.0
2017U42,412.0,485.0,590.0,366.0
2017U43,291.0,358.0,476.0,496.0
2017U44,428.0,392.0,106.0,66.0
2017U45,422.0,228.0,425.0,262.0
2017U46,629.0,495.0,385.0,415.0
2017U47,351.0,447.0,443.0,276.0
2017U48,235.0,202.0,250.0,161.0
2017U49,267.0,552.0,279.0,479.0
2017U50,237.0,403.0,383.0,368.0
2017U51,360.0,490.0,488.0,335.0
2017U52,253.0,462.0,337.0,199.0
2018U01,640.0,486.0,688.0,556.0
2018U02,640.0,563.0,733.0,660.0
2018U03,640.0,806.0,660.0,486.0
2018U04,793.0,679.0,418.0,730.0
2018U05,578.0,807.0,158.0,378.0
2018U06,523.0,590.0,691.0,495.0
2018U07,320.0,366.0,216.0,428.0
2018U08,202.0,411.0,397.0,252.0
2018U09,374.0,223.0,176.0,81.0
2018U10,239.0,236.0,98.0,395.0
2018U11,355.0,329.0,335.0,432.0
2018U12,425.0,222.0,272.0,475.0
2018U13,438.0,401.0,510.0,261.0
2018U14,719.0,549.0,722.0,585.0
2018U15,501.0,635.0,709.0,573.0
2018U16,466.0,651.0,371.0,722.0
2018U17,553.0,751.0,462.0,518.0
2018U18,503.0,421.0,122.0,280.0
2018U19,391.0,126.0,306.0,246.0
2018U20,270.0,343.0,654.0,415.0
2018U21,693.0,760.0,642.0,598.0
2018U22,298.0,396.0,390.0,394.0
2018U23,253.0,266.0,319.0,409.0
2018U24,388.0,449.0,337.0,260.0
2018U25,299.0,139.0,272.0,276.0
2018U26,285.0,125.0,342.0,302.0
2018U27,250.0,419.0,527.0,448.0
2018U28,538.0,595.0,589.0,573.0
2018U29,589.0,643.0,659.0,646.0
2018U30,465.0,616.0,532.0,475.0
2018U31,304.0,472.0,60.0,283.0
2018U32,475.0,175.0,374.0,358.0
2018U33,487.0,342.0,471.0,367.0
2018U34,493.0,441.0,623.0,511.0
2018U35,463.0,518.0,529.0,617.0
2018U36,244.0,309.0,717.0,476.0
2018U37,564.0,507.0,281.0,433.0
2018U38,545.0,421.0,480.0,296.0
2018U39,576.0,264.0,318.0,565.0
2018U40,424.0,418.0,591.0,495.0
2018U41,665.0,647.0,987.0,578.0
2018U42,793.0,780.0,880.0,677.0
2018U43,708.0,795.0,695.0,627.0
2018U44,682.0,645.0,158.0,519.0
2018U45,393.0,255.0,738.0,645.0
2018U46,706.0,510.0,544.0,740.0
2018U47,538.0,520.0,33.63,32.54
2018U48,34.27,36.06,35.3,33.91
2018U49,36.34,34.49,34.85,36.7
2018U50,36.86,37.93,38.06,37.41
2018U51,36.39,37.76,41.97,38.33
2018U52,40.88,42.15,42.67,43.17
2019U01,43.1,41.36,40.32,41.53
2019U02,40.58,40.86,40.96,39.66
2019U03,41.76,40.3,41.32,42.94
2019U04,38.86,40.15,36.88,38.48
2019U05,36.53,39.17,34.92,36.01
2019U06,34.63,36.47,33.19,34.2
2019U07,32.07,32.42,31.14,31.91
2019U08,30.94,32.48,29.72,33.09
2019U09,31.11,29.11,29.24,28.24
2019U10,28.02,29.01,30.15,29.02
2019U11,29.62,28.3,31.66,30.77
2019U12,28.61,29.06,32.76,28.0
2019U13,30.02,30.62,29.54,29.24
2019U14,27.89,28.44,29.11,29.48
2019U15,30.06,29.21,28.84,29.38
2019U16,27.37,28.06,28.37,27.8
2019U17,26.16,26.84,25.6,25.85
2019U18,24.58,24.77,24.03,23.75
2019U19,22.02,21.97,21.05,21.85
2019U20,19.68,19.62,18.8,19.11
2019U21,18.8,18.47,19.26,18.28
2019U22,18.29,18.88,18.81,18.27
2019U23,18.99,18.99,19.32,19.24
2019U24,19.68,19.98,20.81,21.24
2019U25,21.21,21.52,22.12,22.27
2019U26,22.03,21.98,23.33,23.21
2019U27,24.11,23.81,25.48,25.19
2019U28,23.1,23.52,23.8,24.0
2019U29,24.25,22.59,25.38,25.12
2019U30,25.16,24.3,24.98,25.53
2019U31,24.46,25.41,26.03,25.12
2019U32,26.37,24.56,26.66,26.25
2019U33,24.4,25.05,26.21,25.11
2019U34,28.47,25.17,26.37,25.41
2019U35,25.1,26.02,24.08,24.57
2019U36,24.17,25.21,26.17,24.23
2019U37,24.34,23.78,25.33,25.47
2019U38,25.8,24.58,23.96,23.97
2019U39,24.5,23.54,24.36,23.22
2019U40,23.92,23.74,22.48,22.13
2019U41,20.01,22.23,21.05,21.43
2019U42,21.32,20.81,21.25,21.88
2019U43,23.3,21.58,22.13,22.9
2019U44,24.02,23.3,23.83,22.27
2019U45,25.33,24.96,24.52,24.05
2019U46,23.71,23.48,24.03,23.08
2019U47,23.99,22.9,22.93,21.78
2019U48,23.3,23.77,23.09,23.57
2019U49,23.78,24.1,24.73,23.83
2019U50,24.96,25.33,25.55,25.79
2019U51,26.48,26.06,28.94,25.77
2019U52,27.16,28.09,26.1,26.97
2020U01,25.09,24.62,25.07,24.69
2020U02,24.18,24.5,24.64,23.61
2020U03,24.44,24.41,24.86,26.5
2020U04,24.63,24.19,24.18,25.67
2020U05,24.64,24.45,24.25,24.49
2020U06,23.49,23.81,21.91,22.67
2020U07,22.39,22.78,23.03,22.41
2020U08,23.27,23.1,23.56,23.22
2020U09,23.66,23.48,24.67,24.43
2020U10,24.14,25.49,25.46,24.72
2020U11,24.28,23.88,25.11,23.53
2020U12,25.44,25.03,25.94,25.03
2020U13,24.3,24.02,25.43,25.42
2020U14,25.67,25.25,25.86,25.54
2020U15,26.49,27.07,26.81,27.11
2020U16,27.99,28.47,28.88,28.35
2020U17,30.63,29.6,29.18,31.7
2020U18,30.28,30.61,29.85,29.28
2020U19,30.99,29.83,29.51,29.69
2020U20,30.71,29.4,30.89,30.02
2020U21,30.71,30.07,32.62,29.38
2020U22,29.48,29.41,29.38,30.51
2020U23,29.63,29.34,30.28,30.17
2020U24,31.37,30.83,32.42,31.16
2020U25,33.11,33.12,36.12,33.67
2020U26,36.18,36.35,38.16,39.09
2020U27,40.38,39.77,43.3,41.54
2020U28,46.47,45.92,43.15,43.15
2020U29,44.75,43.67,42.42,43.97
2020U30,42.12,43.55,36.58,41.19
2020U31,37.04,38.26,34.32,34.83
2020U32,35.2,35.22,33.03,34.06
2020U33,30.53,32.32,31.56,30.27
2020U34,30.93,29.96,30.43,29.77
2020U35,30.44,31.14,28.49,31.39
2020U36,27.89,31.82,28.09,29.24
2020U37,29.02,28.77,29.22,27.2
2020U38,28.24,28.53,28.97,27.47
2020U39,30.14,27.79,29.01,28.95
2020U40,29.01,28.21,27.48,28.21
2020U41,25.57,26.28,25.46,25.67
2020U42,23.73,24.1,24.58,25.39
2020U43,27.4,27.43,26.11,27.09
2020U44,26.34,27.31,24.32,25.74
2020U45,24.91,27.73,24.7,25.86
2020U46,25.44,24.92,24.85,25.4
2020U47,25.04,25.35,26.63,25.8
2020U48,24.7,25.92,25.58,26.31
2020U49,26.99,25.57,26.88,26.78
2020U50,26.81,26.49,25.85,27.18
2020U51,26.67,25.81,26.33,27.0
2020U52,26.16,27.97,27.77,26.99
2020U53,27.44,27.0,27.02,28.0
2021U01,28.13,28.48,28.85,28.42
2021U02,30.07,31.08,30.14,28.36
2021U03,31.4,31.99,31.52,29.73
2021U04,31.26,32.94,29.9,30.33
2021U05,31.02,31.95,31.8,32.93
2021U06,29.94,30.51,29.6,30.87
2021U07,30.29,30.93,31.26,29.85
2021U08,29.04,30.54,29.08,27.24
2021U09,30.38,28.06,31.99,29.46
2021U10,30.46,29.63,31.95,31.47
2021U11,29.38,29.5,30.8,30.2
2021U12,34.81,31.31,33.08,33.39
2021U13,35.91,35.87,35.24,35.36
2021U14,37.24,34.49,37.06,36.49
2021U15,37.76,35.97,34.12,35.7
2021U16,35.12,35.33,34.14,33.81
2021U17,33.44,35.14,33.75,34.66
2021U18,32.2,33.34,32.85,32.08
2021U19,31.88,33.87,31.6,31.35
2021U20,32.49,31.98,32.82,32.63
2021U21,32.08,32.54,31.86,31.7
2021U22,33.72,33.02,35.54,35.49
2021U23,35.38,35.53,37.97,36.76
2021U24,37.57,37.22,39.43,37.97
2021U25,38.26,39.32,40.1,38.07
2021U26,45.21,41.23,43.12,43.04
2021U27,42.61,43.85,43.93,44.61
2021U28,41.64,43.0,40.85,40.48
2021U29,41.52,40.69,42.52,43.49
2021U30,40.13,40.5,40.22,41.47
2021U31,40.74,40.26,41.07,39.56
2021U32,40.49,40.7,41.16,40.67
2021U33,41.47,41.08,41.14,40.22
2021U34,41.85,39.64,42.3,42.38
2021U35,43.16,43.0,44.25,43.51
2021U36,43.92,44.47,43.45,42.82
2021U37,42.95,42.47,44.0,40.59
2021U38,40.6,41.06,41.97,39.77
2021U39,41.99,41.5,39.81,39.65
2021U40,38.24,39.45,35.12,37.24
2021U41,35.27,35.1,34.81,34.46
2021U42,33.82,34.74,31.36,33.49
2021U43,32.47,32.68,32.66,31.21
2021U44,29.27,29.74,27.15,27.8
2021U45,28.2,27.53,28.41,27.89
2021U46,28.59,29.33,30.69,29.36
2021U47,28.34,30.21,27.13,28.42
2021U48,27.6,28.09,28.01,27.84
2021U49,28.7,28.97,28.23,29.6
2021U50,29.12,30.21,28.2,30.62
2021U51,31.42,29.46,30.12,28.9
2021U52,29.23,30.92,30.39,32.1
2022U01,31.05,29.34,28.36,29.64
2022U02,28.87,29.72,29.14,29.47
2022U03,30.55,30.38,29.98,29.08
2022U04,29.83,29.4,28.41,29.3
2022U05,29.59,28.09,28.09,29.52
2022U06,29.18,28.91,28.61,30.04
2022U07,28.92,29.62,29.81,28.72
2022U08,30.22,27.16,29.67,30.12
2022U09,33.27,31.88,35.22,33.11
2022U10,36.8,32.61,38.09,38.33
2022U11,38.83,35.12,38.79,38.35
2022U12,42.57,40.88,41.0,40.02
2022U13,42.52,39.45,43.06,42.43
2022U14,41.64,42.09,42.68,43.08
2022U15,43.89,43.29,43.27,43.08
2022U16,40.66,39.76,41.13,41.94
2022U17,40.26,41.63,37.35,36.94
2022U18,38.78,39.39,40.73,39.97
2022U19,40.2,40.35,43.7,42.6
2022U20,41.79,42.4,41.22,43.14
2022U21,44.49,45.44,44.39,44.8
2022U22,47.69,46.98,48.97,46.11
2022U23,47.29,47.49,47.41,46.28
2022U24,45.85,44.18,46.49,44.65
2022U25,44.14,46.09,44.18,46.36
2022U26,43.36,43.99,41.75,42.82
2022U27,39.1,38.94,38.1,39.26
2022U28,43.49,40.22,40.64,43.32
2022U29,39.79,41.42,38.72,40.06
2022U30,39.66,40.35,40.35,40.04
2022U31,42.52,41.19,42.26,42.03
2022U32,42.54,39.01,40.07,43.78
2022U33,44.48,43.06,39.57,44.12
2022U34,46.74,51.14,49.59,46.34
2022U35,45.46,45.25,47.0,46.64
2022U36,45.53,45.61,45.94,44.31
2022U37,39.44,46.43,43.96,43.79
2022U38,43.15,43.06,39.53,42.37
2022U39,40.63,41.13,40.39,40.19
2022U40,41.55,38.64,41.0,43.23
2022U41,41.9,43.16,44.49,45.63
2022U42,42.69,43.77,40.82,46.6
2022U43,42.89,44.99,42.9,39.5
2022U44,42.2,43.16,44.3,43.74
2022U45,46.47,44.09,42.89,47.93
2022U46,47.68,45.24,42.01,49.82
2022U47,47.9,44.04,47.31,49.38
2022U48,51.21,50.85,52.12,43.61
2022U49,43.81,51.51,52.77,51.82
2022U50,52.7,52.85,56.67,52.48
2022U51,56.24,54.66,51.49,58.2
2022U52,52.15,50.17,62.95,57.06
2023U01,62.35,58.89,62.19,58.64
2023U02,70.85,62.14,65.27,70.08
2023U03,59.36,64.77,63.07,60.71
2023U04,60.62,65.0,58.89,60.69
2023U05,61.19,56.34,65.71,63.63
2023U06,64.99,64.43,72.91,68.17
2023U07,59.77,68.59,69.34,64.94
2023U08,70.72,57.31,71.98,63.01
2023U09,72.33,70.79,70.07,72.02
2023U10,69.88,71.74,65.39,66.87
2023U11,66.79,67.89,62.74,66.12
2023U12,69.5,62.66,61.55,65.72
2023U13,66.51,70.58,69.97,64.48
2023U14,68.79,69.42,70.25,66.97
2023U15,68.12,64.89,61.75,62.37
2023U16,63.01,62.61,61.28,62.85
2023U17,59.66,58.39,59.18,59.15
2023U18,59.71,59.77,61.92,59.82
2023U19,58.11,59.77,57.91,53.13
2023U20,52.97,53.55,53.03,50.14
2023U21,53.8,55.44,56.6,53.14
2023U22,50.6,52.74,55.3,51.48
2023U23,53.26,51.86,59.62,53.64
2023U24,57.02,58.33,56.25,50.36
2023U25,59.83,61.15,60.39,56.87
2023U26,62.7,59.38,69.62,61.92
2023U27,67.02,69.28,60.96,63.62
2023U28,60.53,56.41,64.2,60.26
2023U29,60.03,58.76,60.02,59.57
2023U30,61.48,57.17,56.92,61.74
2023U31,62.47,58.68,62.28,63.59
2023U32,59.47,61.46,62.48,60.4
2023U33,59.92,61.08,58.11,61.55
2023U34,66.29,57.79,56.95,59.72
2023U35,56.43,56.85,62.63,63.17
2023U36,58.95,63.51,63.08,57.43
2023U37,60.93,61.44,62.36,64.93
2023U38,62.63,65.98,61.15,57.53
2023U39,63.02,64.99,65.82,63.92
2023U40,60.56,63.21,65.79,67.51
2023U41,63.25,58.94,62.98,63.59
2023U42,59.97,59.07,61.12,57.77
